delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.4,1000,exp,8,3,99,7,570.7686880999245,,570.7536840001121,570.7686880999245,571.7525474000722,571.7525474000722,571.770041400101,573.2718330000062,space,1.5163884998764843,None,573.2728353999555,573.6860881667274,574.0181225000415,573.9817435001023,573.9818331999704,574.0181225000415,574.0181225000415,574.0181225000415,578.6209853999317,100,1,[4.636395700043067],[4.636412900174037],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,8,4,100,6,578.6354477999266,,578.6224710000679,578.6354477999266,579.6363629000261,579.6363629000261,579.6363629000261,583.372555000009,space,3.7333176999818534,None,583.3735517999157,583.4861260667133,583.817441200139,583.7821569000371,583.7822332999203,583.817441200139,583.817441200139,583.817441200139,585.9878263999708,100,1,[2.201947499997914],[2.2019678000360727],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,400,unexp,8,5,101,1,586.002024400048,,585.9895746000111,586.002024400048,587.0030062999576,587.0030062999576,587.0030062999576,587.7888825000264,space,0.7792897999752313,None,587.7898657000624,588.2029904667909,588.534334700089,588.5019857999869,588.5020391999278,588.534334700089,588.534334700089,588.534334700089,590.7855029001366,200,1,[2.280753599945456],[2.280768899945542],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,8,6,102,9,590.8021231999155,,590.7870245000813,590.8021231999155,591.7859283001162,591.7859283001162,591.8025219999254,592.6216206001118,space,0.8191243000328541,None,592.622859199997,592.7364817667442,593.0676397001371,593.0309560000896,593.0309991000686,593.0676397001371,593.0676397001371,593.0676397001371,594.9698924000841,100,1,[1.9351703999564052],[1.9351882999762893],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,8,7,103,8,594.9857457000762,,594.9715474001132,594.9857457000762,595.9696838001255,595.9696838001255,595.9862903000321,596.6717417999171,space,0.68927409988828,None,596.6726122000255,597.3860948666154,597.7179719000123,597.6814431000967,597.681510000024,597.7179719000123,597.7179719000123,597.7179719000123,599.6025064999703,200,1,[1.9175239999312907],[1.917539200047031],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,400,unexp,8,8,104,0,599.6186778000556,,599.6040787000675,599.6186778000556,600.6025398001075,600.6025398001075,600.6193866000976,601.1730331000872,space,0.5597997000440955,None,601.1739103000145,601.2863620666942,601.6181157000829,601.5818867001217,601.5819630001206,601.6181157000829,601.6181157000829,601.6181157000829,604.2378461000044,100,1,[2.6526409999933094],[2.652656599879265],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,8,9,105,5,604.2521951999515,,604.2396404000465,604.2521951999515,605.2530588000081,605.2530588000081,605.2530588000081,605.8551147999242,space,0.5963715000543743,None,605.8561975001357,606.5696650667271,606.8841604001354,606.8614714001305,606.8615169001278,606.8841604001354,606.8841604001354,606.8841604001354,609.0691386000253,200,1,[2.2047220999374986],[2.204737199936062],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,8,10,106,3,609.0857673999853,,609.0706909000874,609.0857673999853,610.0693558999337,610.0693558999337,610.0864613999147,610.8724136000965,space,0.7962166999932379,None,610.8733455999754,610.9863882666143,611.3188823000528,611.2812020001002,611.2812523001339,611.3188823000528,611.3188823000528,611.3188823000528,613.3050186999608,100,1,[2.020140999928117],[2.0201578000560403],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,400,unexp,8,11,107,2,613.3197027000133,,613.306559599936,613.3197027000133,614.3200596000534,614.3200596000534,614.3200596000534,615.3720144999679,space,1.0446522000711411,None,615.3728738001082,616.0864520667276,616.4178492000792,616.3821821000893,616.3822866999544,616.4178492000792,616.4178492000792,616.4178492000792,618.7688589000609,300,1,[2.3835312000010163],[2.383546399883926],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,9,0,108,5,618.7852195999585,,618.7704292000271,618.7852195999585,619.769299400039,619.769299400039,619.7858208001126,620.622212599963,space,0.849889500066638,None,620.6231992000248,621.3362378667264,621.6681317000184,621.6320400999393,621.632099899929,621.6681317000184,621.6681317000184,621.6681317000184,625.3868492001202,300,1,[3.752109499881044],[3.7521244001109153],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,400,unexp,9,1,109,0,625.4021723000333,,625.3884362999815,625.4021723000333,626.4033282999881,626.4033282999881,626.4033282999881,627.1889233000111,space,0.7770765000022948,None,627.1898267001379,627.3029642666845,627.6343779999297,627.6017972000409,627.6018650000915,627.6343779999297,627.6343779999297,627.6343779999297,629.7523177000694,100,1,[2.147657300112769],[2.1476726999972016],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,9,2,110,8,629.7691500999499,,629.75400299998,629.7691500999499,630.7527135999408,630.7527135999408,630.7696758999955,631.9054535999894,space,1.14712639991194,None,631.9067844001111,632.6197612668077,632.9509471999481,632.9115484999493,632.9115953999572,632.9509471999481,632.9509471999481,632.9509471999481,635.1540377000347,200,1,[2.239588600117713],[2.239603500114754],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,9,3,111,3,635.1692053999286,,635.1555711000692,635.1692053999286,636.1696134000085,636.1696134000085,636.1696134000085,636.8218062000815,space,0.6414888999424875,None,636.8228505000006,636.9367094666852,637.2677669001278,637.2318478999659,637.2319157000165,637.2677669001278,637.2677669001278,637.2677669001278,639.4192161001265,100,1,[2.1837228999938816],[2.1837380998767912],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,400,unexp,9,4,112,1,639.4355192000512,,639.420744900126,639.4355192000512,640.420167000033,640.420167000033,640.4360476001166,641.0720272001345,space,0.644946499960497,None,641.0730040001217,641.4862589666775,641.8180084000342,641.7814303000923,641.781480200123,641.8180084000342,641.8180084000342,641.8180084000342,644.3034262000583,100,1,[2.5184589999262244],[2.518474099924788],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,9,5,113,6,644.3188764001243,,644.3049455999862,644.3188764001243,645.3196135000326,645.3196135000326,645.3196135000326,645.9378488999791,space,0.61163379997015,None,645.9387682001106,646.0528468667219,646.384520099964,646.3520849000197,646.3521390999667,646.384520099964,646.384520099964,646.384520099964,648.4863024000078,100,1,[2.1311695999465883],[2.131184699945152],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,9,6,114,9,648.5032188000623,,648.488034500042,648.5032188000623,649.5026331001427,649.5026331001427,649.5026331001427,650.1222922001034,space,0.6096763000823557,None,650.1232201999519,650.2363054666823,650.5520983999595,650.5373627000954,650.5374505000655,650.5520983999595,650.5520983999595,650.5520983999595,652.7865691001061,100,1,[2.246319300029427],[2.2463366999290884],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,9,7,115,10,652.8022316000424,,652.7882513001096,652.8022316000424,653.8033050999511,653.8033050999511,653.8033050999511,654.338010000065,space,0.5211177000310272,None,654.338888600003,654.7527532666611,655.0841195001267,655.0515554000158,655.0516280999873,655.0841195001267,655.0841195001267,655.0841195001267,657.7715725000016,200,1,[2.716745999874547],[2.716762299882248],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,9,8,116,11,657.7857365999371,,657.7731536999345,657.7857365999371,658.7860093000345,658.7860093000345,658.7860093000345,659.3234598999843,space,0.5350204999558628,None,659.3244588000234,660.0360624667412,660.3679514999967,660.3315697999205,660.3316383000929,660.3679514999967,660.3679514999967,660.3679514999967,662.6357187000103,400,1,[2.300596100045368],[2.3006111001595855],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,9,9,117,4,662.6524356999435,,662.6373561001383,662.6524356999435,663.6360381001141,663.6360381001141,663.652927499963,664.2719586999156,space,0.622626299969852,None,664.2729160999879,664.6866928667916,665.0179415000603,664.9813270000741,664.981390699977,665.0179415000603,665.0179415000603,665.0179415000603,667.7872474999167,100,1,[2.8025837999302894],[2.8025990000460297],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,400,unexp,9,10,118,2,667.8035434000194,,667.7887832000852,667.8035434000194,668.8032025999855,668.8032025999855,668.8032025999855,669.7543325999286,space,0.9340236000716686,None,669.755415200023,670.4694285665794,670.7849592000712,670.761530800024,670.7615783000365,670.7849592000712,670.7849592000712,670.7849592000712,672.6709191000555,300,1,[1.907057600095868],[1.9070719999726862],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,9,11,119,7,672.685675600078,,672.6722573000006,672.685675600078,673.6864765000064,673.6864765000064,673.6864765000064,674.2050077000167,space,0.509533999953419,None,674.205882600043,674.6196438666123,674.9512034999207,674.9166252000723,674.9166834000498,674.9512034999207,674.9512034999207,674.9512034999207,676.8206104999408,200,1,[1.9003980001434684],[1.9004124000202864],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,400,unexp,10,0,120,2,676.8361488999799,,676.822118600132,676.8361488999799,677.836616500048,677.836616500048,677.836616500048,678.8550319001079,space,1.0082620000466704,None,678.8560647999402,679.5695289667385,679.884370499989,679.8613545999397,679.8613982000388,679.884370499989,679.884370499989,679.884370499989,681.5707151000388,200,1,[1.7068424001336098],[1.7068577001336962],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,10,1,121,8,681.5858291001059,,681.5722912999336,681.5858291001059,682.5858368000481,682.5858368000481,682.5858368000481,683.2884613000788,space,0.6858528999146074,None,683.2894846000709,684.002890666776,684.3345385000575,684.3020124000032,684.3020977999549,684.3345385000575,684.3345385000575,684.3345385000575,686.702299100114,200,1,[2.3970804000273347],[2.397095900028944],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,10,2,122,11,686.719087400008,,686.7039000999648,686.719087400008,687.7034644000232,687.7034644000232,687.7196116999257,688.2718927999958,space,0.5620554001070559,None,688.2727527001407,688.9862386666393,689.3180176999886,689.2858331000898,689.2858953999821,689.3180176999886,689.3180176999886,689.3180176999886,691.80264060013,100,1,[2.514009000035003],[2.5140243000350893],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,10,3,123,6,691.8189650999848,,691.8043500001077,691.8189650999848,692.8037700999994,692.8037700999994,692.820583499968,693.3055307001341,space,0.49860849999822676,None,693.3065148999449,693.41984886659,693.7343588999938,693.711137900129,693.711183300009,693.7343588999938,693.7343588999938,693.7343588999938,695.5063233000692,100,1,[1.792262400034815],[1.792280999943614],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,10,4,124,3,695.5197553001344,,695.5080947000533,695.5197553001344,696.5200158001389,696.5200158001389,696.5200158001389,697.2056044000201,space,0.6725710998289287,None,697.2066150000319,697.3200795667401,697.651499300031,697.6114586999174,697.6115057000425,697.651499300031,697.651499300031,697.651499300031,699.7199969000649,100,1,[2.105714299948886],[2.1057289999444038],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,10,5,125,7,699.736309299944,,699.7215963001363,699.736309299944,700.7361530000344,700.7361530000344,700.7361530000344,701.4547681999393,space,0.703757300041616,None,701.4557612000499,701.8696831667951,702.1845146999694,702.1618691999465,702.1619192000944,702.1845146999694,702.1845146999694,702.1845146999694,704.0706080999225,200,1,[1.9059705000836402],[1.9059854000806808],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,400,unexp,10,6,126,0,704.085579900071,,704.0720512999687,704.085579900071,705.0858662000392,705.0858662000392,705.0858662000392,705.6718905000016,space,0.574811999918893,None,705.6729240000714,705.7861365667234,706.1180082999635,706.0816552001052,706.0818986999802,706.1180082999635,706.1180082999635,706.1180082999635,708.5532460999675,200,1,[2.4686902000103146],[2.4687067999038845],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,10,7,127,4,708.5688122999854,,708.5547359001357,708.5688122999854,709.5692658999469,709.5692658999469,709.5692658999469,710.3385387000162,space,0.7519507999531925,None,710.3397174999118,710.7528014667953,711.0845315000042,711.0524001999293,711.0526465999428,711.0845315000042,711.0845315000042,711.0845315000042,713.3529831999913,300,1,[2.297371899941936],[2.2973837999161333],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,400,unexp,10,8,128,1,713.3685796000063,,713.3541856000666,713.3685796000063,714.3534744000062,714.3534744000062,714.3705706999172,714.905667199986,space,0.5493101000320166,None,714.9066806000192,715.3208733667309,715.6516193000134,715.6115965999197,715.6117052999325,715.6516193000134,715.6516193000134,715.6516193000134,717.7885831999592,300,1,[2.17414000001736],[2.1741567000281066],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,10,9,129,10,717.8028691001236,,717.7901409999467,717.8028691001236,718.8031599000096,718.8031599000096,718.8031599000096,719.304971500067,space,0.48578669992275536,None,719.3059549001046,719.7201916666857,720.0515481000766,720.0115702000912,720.0116181001067,720.0515481000766,720.0515481000766,720.0515481000766,722.3195718999486,200,1,[2.305042700143531],[2.3050601999275386],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,10,10,130,9,722.336062300019,,722.3212005000096,722.336062300019,723.3199132001027,723.3199132001027,723.3375641000457,724.004999200115,space,0.6715309000574052,None,724.0059692000505,724.1195215667287,724.4352683001198,724.4113547999877,724.411405999912,724.4352683001198,724.4352683001198,724.4352683001198,726.4364678000566,100,1,[2.022649799939245],[2.0226588000077754],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,10,11,131,5,726.4507212999742,,726.4370548001025,726.4507212999742,727.4368344999384,727.4368344999384,727.4534001001157,728.3217843000311,space,0.8693914001341909,None,728.3226692001335,729.0343085667739,729.3835054999217,729.3647537000943,729.3647801000625,729.3835054999217,729.3835054999217,729.3835054999217,731.5207056000363,200,1,[2.153773199999705],[2.153791999910027],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,11,0,132,5,731.5379812999163,,731.522215800127,731.5379812999163,732.5349669000134,732.5349669000134,732.5519656999968,733.1386120999232,space,0.5885253001470119,None,733.1394887999631,733.853522266789,734.18507519993,734.1517326000612,734.15177830006,734.18507519993,734.18507519993,734.18507519993,737.3196882000193,300,1,[3.164991700090468],[3.1650068999733776],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,400,unexp,11,1,133,0,737.336265000049,,737.3213079001289,737.336265000049,738.3196318999398,738.3196318999398,738.3358320000116,738.9395522000268,space,0.6129987000022084,None,738.9404335001018,739.05339306669,739.3848777001258,739.3515826000366,739.3516407001298,739.3848777001258,739.3848777001258,739.3848777001258,741.5524699999951,100,1,[2.197611700044945],[2.197626299923286],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,11,2,134,11,741.5691206001211,,741.5540428999811,741.5691206001211,742.5531188000459,742.5531188000459,742.5696097000036,743.2058000001125,space,0.6464990000240505,None,743.2066786000505,743.9200212667386,744.2518110999372,744.2115070999134,744.2115541000385,744.2518110999372,744.2518110999372,744.2518110999372,746.1399274000432,400,1,[1.9251389999408275],[1.925155899953097],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,11,3,135,8,746.1528449999169,,746.141419300111,746.1528449999169,747.153319099918,747.153319099918,747.153319099918,748.2386161000468,space,1.07211870001629,None,748.2395673999563,748.9540901666662,749.284996900009,749.2519604000263,749.2520137000829,749.284996900009,749.284996900009,749.284996900009,752.4211317000445,200,1,[3.1665729999076575],[3.16659009992145],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,400,unexp,11,4,136,1,752.4358149999753,,752.4227197000291,752.4358149999753,753.4368680000771,753.4368680000771,753.4368680000771,754.3552743999753,space,0.9075726000592113,None,754.3563518000301,754.7696891667476,755.1001832999755,755.0743750000838,755.0743955001235,755.1001832999755,755.1001832999755,755.1001832999755,760.4698707000352,300,1,[5.393456500023603],[5.393474200041965],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,11,5,137,4,760.4860471999273,,760.4715106999502,760.4860471999273,761.4699184999336,761.4699184999336,761.4865467001218,764.1223271000199,space,2.6393013999331743,None,764.1232901001349,764.5365389667606,764.8681411000434,764.8310336000286,764.8310887999833,764.8681411000434,764.8681411000434,764.8681411000434,768.6032619001344,200,1,[3.7691254999954253],[3.7691434000153095],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,11,6,138,6,768.6200508999173,,768.6049792999402,768.6200508999173,769.6201440999284,769.6201440999284,769.6201440999284,769.9548951000907,space,0.31731409998610616,None,769.9558326001279,770.0700282666987,770.385209799977,770.3612579000182,770.3613011001144,770.385209799977,770.385209799977,770.385209799977,772.3030572999269,100,1,[1.9390851999633014],[1.939102099975571],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,11,7,139,10,772.3196926000528,,772.3049051000271,772.3196926000528,773.303212299943,773.303212299943,773.3200211001094,773.7889117000159,space,0.48252939991652966,None,773.7898154000286,774.2036378665982,774.535087000113,774.5016819001175,774.5017490999307,774.535087000113,774.535087000113,774.535087000113,777.0040092999116,200,1,[2.499081099871546],[2.499097199877724],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,11,8,140,3,777.0191228000913,,777.0055776999798,777.0191228000913,778.0204968999606,778.0204968999606,778.0204968999606,778.7219448001124,space,0.6906554999295622,None,778.7227888000198,778.8372707667916,779.1678208999801,779.1313003001269,779.1313402000815,779.1678208999801,779.1678208999801,779.1678208999801,781.0363056000788,100,1,[1.9018906999845058],[1.901906100101769],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,11,9,141,7,781.0530322999693,,781.0378779000603,781.0530322999693,782.0364888000768,782.0364888000768,782.053256599931,783.1226951999124,space,1.0689871001522988,None,783.1235496001318,783.5363464668083,783.8680692999624,783.8315203001257,783.8315656001214,783.8680692999624,783.8680692999624,783.8680692999624,786.2037758999504,100,1,[2.3686695999931544],[2.36868690000847],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,11,10,142,9,786.2196762000676,,786.205455099931,786.2196762000676,787.2201175000519,787.2201175000519,787.2201175000519,787.7382825999521,space,0.5126161999069154,None,787.7391896999907,787.8533788666284,788.1850862000138,788.1511770000216,788.1512438999489,788.1850862000138,788.1850862000138,788.1850862000138,790.2539143001195,100,1,[2.099788799881935],[2.0998064999002963],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,400,unexp,11,11,143,2,790.2696070999373,,790.2556527999695,790.2696070999373,791.2694902000949,791.2694902000949,791.2694902000949,791.9727340999525,space,0.6993552998173982,None,791.9736673000734,792.6874607667016,793.0178479999304,792.9813818000257,792.981470100116,793.0178479999304,793.0178479999304,793.0178479999304,795.3062142999843,200,1,[2.3214589999988675],[2.3214773000217974],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,12,0,144,6,795.3196497999597,,795.3079697999638,795.3196497999597,796.3194625000469,796.3194625000469,796.3194625000469,797.0568897000048,space,0.7343665000516921,None,797.0578016999643,797.1699155667486,797.5011058000382,797.461683300091,797.461729099974,797.5011058000382,797.5011058000382,797.5011058000382,799.9035324999131,100,1,[2.4388121000956744],[2.4388268999755383],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,400,unexp,12,1,145,1,799.9200371999759,,799.905108399922,799.9200371999759,800.9034746000543,800.9034746000543,800.9197925000917,801.4220481999218,space,0.5068441999610513,None,801.422951699933,801.8366701666421,802.1680385000072,802.1311389999464,802.1311854000669,802.1680385000072,802.1680385000072,802.1680385000072,804.1874653999694,200,1,[2.053046500077471],[2.053065200103447],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,400,unexp,12,2,146,2,804.20267160004,,804.1889750999399,804.20267160004,805.2034740000963,805.2034740000963,805.2034740000963,805.789535399992,space,0.5822751999367028,None,805.7905566000845,806.503608966774,806.8348153000697,806.8019381000195,806.8019950999878,806.8348153000697,806.8348153000697,806.8348153000697,808.719401899958,300,1,[1.9144186000339687],[1.914433600148186],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,12,3,147,11,808.7357314000838,,808.7209087000228,808.7357314000838,809.7200518001337,809.7200518001337,809.7366887000389,810.1890243000817,space,0.46355050010606647,None,810.1899018001277,810.9036340667556,811.2348480999935,811.2022462000605,811.2023008000106,811.2348480999935,811.2348480999935,811.2348480999935,813.0191069000866,400,1,[1.814851300092414],[1.8148580000270158],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,12,4,148,9,813.0348346000537,,813.0196935001295,813.0348346000537,814.0198212000541,814.0198212000541,814.0366243000608,815.105935000116,space,1.0798388998955488,None,815.1069082999602,815.2213193667742,815.5518309001345,815.5113303000107,815.5113731001038,815.5518309001345,815.5518309001345,815.5518309001345,818.5365812000819,200,1,[3.022450199816376],[3.022465599933639],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,12,5,149,8,818.5532987001352,,818.538243399933,818.5532987001352,819.5366790001281,819.5366790001281,819.5531331000384,820.0562293000985,space,0.5163781000301242,None,820.0571409999393,820.7699298666014,821.0849448000081,821.061647699913,821.0616945999209,821.0849448000081,821.0849448000081,821.0849448000081,822.9051264000591,300,1,[1.8406561999581754],[1.8406724999658763],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,12,6,150,10,822.9192715000827,,822.9066286000889,822.9192715000827,823.919891100144,823.919891100144,823.919891100144,824.6387330999132,space,0.7048094999045134,None,824.6395873001311,825.0532357667728,825.3855767999776,825.3515665000305,825.3516097001266,825.3855767999776,825.3855767999776,825.3855767999776,827.8209871000145,200,1,[2.4662965000607073],[2.46631189994514],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,12,7,151,5,827.8361683001276,,827.8223089999519,827.8361683001276,828.8367815001402,828.8367815001402,828.8367815001402,829.5731774000451,space,0.7306069999467582,None,829.5741826000158,830.286689066623,830.6182007999159,830.5818274000194,830.5818670000881,830.6182007999159,830.6182007999159,830.6182007999159,834.0061808999162,400,1,[3.420827800175175],[3.4208440999500453],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,12,8,152,4,834.0200313001405,,834.0077937000897,834.0200313001405,835.0203541000374,835.0203541000374,835.0203541000374,836.3217084000353,space,1.2884961999952793,None,836.3226811001077,836.7373479665878,837.068247999996,837.0314541000407,837.0315016000532,837.068247999996,837.068247999996,837.068247999996,839.0037928000093,400,1,[1.9690054999664426],[1.9690180998295546],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,400,unexp,12,9,153,0,839.0190016999841,,839.0051525000017,839.0190016999841,840.0198443001136,840.0198443001136,840.0198443001136,840.6064834001008,space,0.5843402999453247,None,840.6073727000039,840.7202537668093,841.0515358000994,841.0111414000858,841.0111899999902,841.0515358000994,841.0515358000994,841.0515358000994,845.2034905001055,200,1,[4.189177399966866],[4.189194899983704],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.1,1000,exp,12,10,154,3,845.2196357001085,,845.2051929000299,845.2196357001085,846.2209185999818,846.2209185999818,846.2209185999818,846.7386805000715,space,0.5009751000907272,None,846.7397350000683,846.8533254666875,847.1851399000734,847.1521330000833,847.1521914999466,847.1851399000734,847.1851399000734,847.1851399000734,849.1030814000405,200,1,[1.9479900000151247],[1.9480061000213027],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.4,1000,exp,12,11,155,7,849.1204953999259,,849.1046931000892,849.1204953999259,850.1032763000112,850.1032763000112,850.1200931000058,850.5552193999756,space,0.43918159999884665,None,850.5560838000383,850.970145266798,851.2851283999626,851.2611515000463,851.2611922000069,851.2851283999626,851.2851283999626,851.2851283999626,853.8533831001259,300,1,[2.589625700144097],[2.5896436001639813],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
0.7,1000,exp,13,0,156,8,853.8698583000805,,853.8549254999962,853.8698583000805,854.8534965000581,854.8534965000581,854.8708464999218,855.2392947000917,space,0.3702004998922348,None,855.2401741999201,855.9536059667046,856.2852747999132,856.2512000999413,856.2512924999464,856.2852747999132,856.2852747999132,856.2852747999132,858.086641300004,400,1,[1.831904900027439],[1.8319197001401335],712514,001,2024-11-14_16h04.43.786,intentional binding,2024.1.5,None,2024-11-14 16h04.47.895805 +0530,
